# 
# Header Description:
# 
# Version: v3.10.5 (24099-google), Manufacturer: Xiaomi, Model: M2012K11AG, GNSS HW Year: 2020, Platform: 12, API Level: 32 
# 
# Raw GNSS measurements format:
#   Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# Location fix format: (This is the one we want**************)
#   Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation
# 
# Navigation message format:
#   Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# NMEA format (for [NMEA sentence] format see https://en.wikipedia.org/wiki/NMEA_0183):
#   NMEA,[NMEA sentence],(UTC)TimeInMs
# 
# GnssAntennaInfo format (https://developer.android.com/reference/android/location/GnssAntennaInfo):
#   GnssAntennaInfo,CarrierFrequencyMHz,PhaseCenterOffsetXOffsetMm,PhaseCenterOffsetXOffsetUncertaintyMm,PhaseCenterOffsetYOffsetMm,PhaseCenterOffsetYOffsetUncertaintyMm,PhaseCenterOffsetZOffsetMm,PhaseCenterOffsetZOffsetUncertaintyMm,PhaseCenterVariationCorrectionsArray,PhaseCenterVariationCorrectionUncertaintiesArray,PhaseCenterVariationCorrectionsDeltaPhi,PhaseCenterVariationCorrectionsDeltaTheta,SignalGainCorrectionsArray,SignalGainCorrectionUncertaintiesArray,SignalGainCorrectionsDeltaPhi,SignalGainCorrectionsDeltaTheta
# 
# GnssStatus format (https://developer.android.com/reference/android/location/GnssStatus):
#   Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# Orientation sensor format (https://developer.android.com/reference/android/hardware/SensorEvent#values):
#   OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
Fix,gps,52.17096681,0.17058333,92.1583251953125,0.98,9.935046,246.4,1741097240000,0.87091905,42.69424,328334221873091,2.5,0
Fix,gps,52.17096215,0.17056651,92.273193359375,1.03,9.935046,256.3,1741097241000,0.9102197,42.115913,328335227057674,2.5,0
Fix,gps,52.17096005,0.17054625,91.21661376953125,1.1,9.935046,261.6,1741097242000,0.840595,38.47042,328336214713819,2.5,0
Fix,gps,52.17095696,0.17052943,90.78753662109375,1.03,9.935046,256.5,1741097243000,0.9183681,42.310688,328337217979705,2.5,0
Fix,gps,52.17095143,0.17051388,90.533935546875,1.0,9.935046,255.8,1741097244000,0.84599054,41.475315,328338211969704,2.5,0
Fix,gps,52.17094755,0.17049872,90.72308349609375,1.03,9.935046,264.7,1741097245000,0.8823265,41.044716,328339216627204,2.5,0
Fix,gps,52.17094597,0.17048382,90.661376953125,1.03,9.935046,273.4,1741097246000,0.932309,43.114056,328340213806526,2.5,0
Fix,gps,52.17094212,0.1704678,90.6553955078125,1.04,9.935046,260.7,1741097247000,0.84599054,40.2466,328341217340484,2.5,0
Fix,gps,52.17093882,0.17045314,90.88629150390625,0.96,9.935046,259.0,1741097248000,0.840595,43.026333,328342226234651,2.5,0
Fix,gps,52.17093776,0.17043664,90.77874755859375,1.07,9.935046,269.0,1741097249000,0.96041656,44.07585,328343222407619,2.5,0
Fix,gps,52.1709364,0.17041969,90.88934326171875,1.04,9.935046,265.0,1741097250000,0.8930845,41.75645,328344225243348,2.5,0
Fix,gps,52.17093365,0.17040762,91.2586669921875,0.92,9.935046,265.8,1741097251000,0.840595,44.305656,328345215747358,2.5,0
Fix,gps,52.17092742,0.17039615,91.46258544921875,1.04,9.935046,244.7,1741097252000,0.9291394,42.816177,328346227308295,2.5,0
Fix,gps,52.17092216,0.1703849,90.90625,0.89,9.935046,251.9,1741097253000,0.84599054,45.386166,328347231948294,2.5,0
Fix,gps,52.17091866,0.17037055,90.6337890625,0.97,9.935046,262.2,1741097254000,0.9183681,44.429916,328348225738763,2.5,0
Fix,gps,52.17091153,0.17035721,91.08343505859375,1.04,9.935046,235.1,1741097255000,0.9404786,42.941303,328349216415950,2.5,0
Fix,gps,52.17090509,0.17034154,91.49853515625,0.94,9.935046,243.0,1741097256000,0.89872134,44.71586,328350224937564,2.5,0
Fix,gps,52.17090024,0.17032854,91.6116943359375,0.85,9.935046,249.4,1741097257000,0.8653323,47.424683,328351214496157,2.5,0
Fix,gps,52.1708976,0.17031528,91.79248046875,0.87,9.935046,261.0,1741097258000,0.84599054,46.170135,328352219109126,2.5,0
Fix,gps,52.17090059,0.17030193,92.19696044921875,0.82,9.935046,286.0,1741097259000,0.840595,48.07606,328353216843292,2.5,0
Fix,gps,52.17089992,0.17028998,92.35870361328125,0.69,9.935046,262.6,1741097260000,0.840595,54.133198,328354223505063,2.5,0
Fix,gps,52.17089928,0.17027795,92.87823486328125,0.74,9.935046,269.0,1741097261000,0.8544004,52.258762,328355214219437,2.5,0
Fix,gps,52.17089699,0.17026465,92.9423828125,0.89,9.935046,258.0,1741097262000,0.9404786,48.132244,328356226467510,2.5,0
Fix,gps,52.17089174,0.17025394,93.23944091796875,0.93,9.935046,251.9,1741097263000,0.93600214,45.76639,328357225400634,2.5,0
Fix,gps,52.17088529,0.17024594,92.91241455078125,0.97,9.935046,225.4,1741097264000,0.85146934,42.775124,328358226521311,2.5,0
Fix,gps,52.17087988,0.17023648,93.0709228515625,0.96,9.935046,233.7,1741097265000,0.932309,45.3178,328359212939071,2.5,0
Fix,gps,52.17087539,0.17022433,93.28125,0.94,9.935046,236.2,1741097266000,0.9347727,46.086315,328360213255998,2.5,0
Fix,gps,52.17087432,0.17020841,93.555908203125,0.99,9.935046,258.1,1741097267000,0.9160786,42.894463,328361217140633,2.5,0
Fix,gps,52.17087156,0.17019453,93.01788330078125,0.92,9.935046,239.9,1741097268000,0.9265528,46.656887,328362226516414,2.5,0
Fix,gps,52.1708668,0.17018334,93.35589599609375,0.87,9.935046,230.9,1741097269000,0.98005104,50.08576,328363226305997,2.5,0
Fix,gps,52.17086294,0.17016957,93.6805419921875,0.81,9.935046,251.1,1741097270000,0.84599054,48.569775,328364217689955,2.5,0
Fix,gps,52.17086128,0.17015563,94.02978515625,0.82,9.935046,261.8,1741097271000,0.9220087,49.72511,328365227423652,2.5,0
Fix,gps,52.17086044,0.17014887,94.139892578125,0.0,9.935046,0.0,1741097272000,0.02236068,,328366226151933,2.5,0
Fix,gps,52.17086227,0.17013465,95.91497802734375,0.73,9.935046,267.0,1741097273000,0.85146934,52.65236,328367219045787,2.5,0
Fix,gps,52.17086499,0.17012102,96.23236083984375,0.64,9.935046,266.5,1741097274000,0.840595,56.861732,328368217894849,2.5,0
Fix,gps,52.17086223,0.17010944,96.080810546875,0.72,9.935046,236.9,1741097275000,0.84599054,53.04635,328369224369536,2.5,0
Fix,gps,52.1708571,0.17010396,95.833251953125,0.77,9.935046,224.1,1741097276000,0.85146934,50.445744,328370213335265,2.5,0
Fix,gps,52.17085012,0.17010285,95.3677978515625,0.74,9.935046,200.4,1741097277000,0.84599054,52.045757,328371213802504,2.5,0
Fix,gps,52.17084397,0.17010368,94.30078125,0.74,9.935046,190.3,1741097278000,0.84599054,51.91123,328372223444066,2.5,0
Fix,gps,52.1708372,0.17010976,93.56463623046875,0.77,9.935046,167.3,1741097279000,0.89627004,51.574924,328373224656201,2.5,0
Fix,gps,52.17082873,0.17011327,93.6317138671875,0.83,9.935046,177.0,1741097280000,0.84599054,47.99583,328374213580315,2.5,0
Fix,gps,52.17082248,0.17011624,92.95977783203125,0.71,9.935046,186.7,1741097281000,0.840595,53.525635,328375282445471,2.5,0
Fix,gps,52.1708165,0.17012398,92.120849609375,0.77,9.935046,173.7,1741097282000,0.840595,50.526295,328376214480158,2.5,0
Fix,gps,52.17080954,0.17012581,91.81390380859375,0.81,9.935046,195.3,1741097283000,0.97416633,52.032997,328377220477241,2.5,0
Fix,gps,52.17080249,0.17012916,91.03948974609375,0.81,9.935046,181.1,1741097284000,0.840595,48.678738,328378218144428,2.5,0
Fix,gps,52.17079564,0.17013351,90.746826171875,0.77,9.935046,172.8,1741097285000,0.9102197,52.05406,328379222808699,2.5,0
Fix,gps,52.170788,0.17013952,90.68212890625,0.89,9.935046,169.7,1741097286000,0.840595,45.292587,328380208573751,2.5,0
Fix,gps,52.17078257,0.17014653,90.5472412109375,0.77,9.935046,163.8,1741097287000,0.9102197,51.892902,328381221920521,2.5,0
Fix,gps,52.17077692,0.1701502,90.06787109375,0.79,9.935046,175.1,1741097288000,0.9300538,51.67493,328382225806458,2.5,0
Fix,gps,52.17077062,0.17015631,89.16473388671875,0.77,9.935046,166.9,1741097289000,0.8823265,51.001694,328383218441093,2.5,0
Fix,gps,52.17076365,0.17016226,89.7362060546875,0.82,9.935046,163.2,1741097290000,0.84599054,48.467335,328384212771562,2.5,0
Fix,gps,52.17075627,0.17017031,89.32269287109375,0.8,9.935046,158.8,1741097291000,0.85146934,49.356827,328385211772499,2.5,0
Fix,gps,52.17074801,0.17017963,89.3946533203125,0.8,9.935046,163.0,1741097292000,0.8653323,49.43636,328386218783227,2.5,0
Fix,gps,52.17074,0.17018719,89.099853515625,0.82,9.935046,170.7,1741097293000,0.840595,48.14195,328387225649529,2.5,0
Fix,gps,52.17073315,0.17019529,89.4124755859375,0.82,9.935046,158.1,1741097294000,0.87091905,48.88087,328388221647341,2.5,0
Fix,gps,52.1707263,0.17020304,89.416259765625,0.87,9.935046,160.0,1741097295000,0.840595,46.05966,328389219670726,2.5,0
Fix,gps,52.17072086,0.17020901,89.28472900390625,0.75,9.935046,160.7,1741097296000,0.840595,51.169758,328390217103434,2.5,0
Fix,gps,52.17071386,0.17021389,89.158935546875,0.79,9.935046,168.4,1741097297000,0.91263354,51.45199,328391220126663,2.5,0
Fix,gps,52.17070537,0.17021761,89.2833251953125,0.83,9.935046,179.8,1741097298000,0.840595,47.779373,328392215618798,2.5,0
Fix,gps,52.17069673,0.17022907,89.350341796875,0.85,9.935046,151.0,1741097299000,0.84599054,47.049408,328393214692496,2.5,0
Fix,gps,52.1706882,0.17023918,89.6483154296875,0.76,9.935046,148.6,1741097300000,0.840595,50.742714,328394221358537,2.5,0
Fix,gps,52.17068088,0.17024868,90.09368896484375,0.74,9.935046,149.5,1741097301000,0.87091905,52.625324,328395213837391,2.5,0
Fix,gps,52.17067481,0.17025701,89.544677734375,0.8,9.935046,141.2,1741097302000,0.87091905,49.52794,328396226263797,2.5,0
Fix,gps,52.17066781,0.17026453,88.87158203125,0.73,9.935046,142.1,1741097303000,0.840595,52.214027,328397213543484,2.5,0
Fix,gps,52.17065935,0.17027001,88.7574462890625,0.85,9.935046,166.6,1741097304000,0.840595,47.15589,328398209868640,2.5,0
Fix,gps,52.17065098,0.17027457,88.6165771484375,0.83,9.935046,173.7,1741097305000,0.8544004,48.48845,328399218997910,2.5,0
Fix,gps,52.17064252,0.17028126,88.59747314453125,0.88,9.935046,173.7,1741097306000,0.840595,45.814945,328400218564472,2.5,0
Fix,gps,52.1706352,0.17028653,88.64544677734375,0.69,9.935046,169.6,1741097307000,0.840595,54.127403,328401213789888,2.5,0
Fix,gps,52.17062766,0.17029175,89.08770751953125,0.83,9.935046,164.7,1741097308000,0.91263354,49.55805,328402229542492,2.5,0
Fix,gps,52.17061898,0.17029592,89.39385986328125,0.87,9.935046,176.2,1741097309000,0.840595,46.354073,328403238736242,2.5,0
Fix,gps,52.17060852,0.17029641,89.2896728515625,0.88,9.935046,189.9,1741097310000,0.840595,45.788437,328404215769783,2.5,0
Fix,gps,52.17059909,0.17029485,88.9190673828125,0.93,9.935046,182.9,1741097311000,0.840595,43.976707,328405229252283,2.5,0
Fix,gps,52.17058844,0.17029522,89.14190673828125,1.1,9.935046,176.7,1741097312000,0.87091905,39.077644,328406221239782,2.5,0
Fix,gps,52.17057622,0.1702915,89.0775146484375,1.25,9.935046,198.4,1741097313000,0.87091905,35.003902,328407226312334,2.5,0
Fix,gps,52.17056308,0.17028877,89.3421630859375,1.25,9.935046,194.8,1741097314000,0.89627004,35.593204,328408216990355,2.5,0
Fix,gps,52.17054886,0.17028891,89.74127197265625,1.35,9.935046,181.7,1741097315000,0.98005104,35.42751,328409216389833,2.5,0
Fix,gps,52.17053473,0.17028619,90.06768798828125,1.38,9.935046,189.5,1741097316000,0.99864906,35.82766,328410221909104,2.5,0
Fix,gps,52.17052015,0.17028259,91.44781494140625,1.45,9.935046,194.4,1741097317000,0.8905055,31.128983,328411230083114,2.5,0
Fix,gps,52.17050583,0.17028218,92.5126953125,1.49,9.935046,182.5,1741097318000,0.9183681,31.148634,328412224322905,2.5,0
Fix,gps,52.17049036,0.17027963,93.23876953125,1.56,9.935046,183.8,1741097319000,0.8792042,28.948801,328413212796707,2.5,0
Fix,gps,52.1704766,0.17028282,93.5985107421875,1.49,9.935046,165.7,1741097320000,0.87132084,30.81733,328414219411446,2.5,0
Fix,gps,52.17046661,0.17028251,94.23968505859375,1.43,9.935046,166.2,1741097321000,0.85982555,31.298376,328415226023893,2.5,0
Fix,gps,52.17045621,0.17028444,95.2041015625,1.21,9.935046,168.1,1741097322000,0.88481635,36.37036,328416218025299,2.5,0
Fix,gps,52.17045032,0.17028266,95.80926513671875,0.86,9.935046,189.7,1741097323000,0.84599054,46.723232,328417221319986,2.5,0
Fix,gps,52.17044464,0.17028085,95.69671630859375,0.74,9.935046,185.8,1741097324000,0.84599054,51.878777,328418205836444,2.5,0
Fix,gps,52.17043768,0.17027351,95.15283203125,1.03,9.935046,217.4,1741097325000,0.84599054,40.666286,328419216184725,2.5,0
Fix,gps,52.17042949,0.17026858,95.181396484375,0.97,9.935046,206.2,1741097326000,0.840595,42.749043,328420217196496,2.5,0
Fix,gps,52.17042089,0.17026972,95.09881591796875,0.86,9.935046,186.7,1741097327000,0.90972525,48.93746,328421217499152,2.5,0
Fix,gps,52.17041273,0.17026785,95.15081787109375,0.84,9.935046,200.4,1741097328000,0.84599054,47.471714,328422213693057,2.5,0
Fix,gps,52.17040491,0.17026161,94.41510009765625,0.93,9.935046,210.4,1741097329000,0.84599054,44.04359,328423222660818,2.5,0
Fix,gps,52.17039588,0.17025899,94.03997802734375,0.76,9.935046,204.4,1741097330000,0.84599054,51.076958,328424225828109,2.5,0
Fix,gps,52.1703884,0.17025407,94.0369873046875,0.86,9.935046,216.9,1741097331000,0.9544108,49.50409,328425216656546,2.5,0
Fix,gps,52.17038153,0.17025189,93.77593994140625,0.67,9.935046,210.9,1741097332000,0.85982555,55.68606,328426215708837,2.5,0
Fix,gps,52.17037175,0.1702497,93.95806884765625,0.93,9.935046,197.3,1741097333000,0.85982555,44.47538,328427224994045,2.5,0
Fix,gps,52.17036233,0.17025009,93.57659912109375,0.84,9.935046,190.8,1741097334000,0.8544004,47.747402,328428224020034,2.5,0
Fix,gps,52.1703523,0.17024849,94.04132080078125,0.94,9.935046,206.6,1741097335000,0.9569222,47.162003,328429227391024,2.5,0
Fix,gps,52.17034172,0.17025404,94.28802490234375,1.03,9.935046,167.6,1741097336000,0.84599054,40.69471,328430234191752,2.5,0
Fix,gps,52.17033139,0.17025917,94.38671875,0.96,9.935046,165.3,1741097337000,0.84599054,42.95069,328431216040189,2.5,0
Fix,gps,52.17032013,0.17025817,94.60577392578125,1.06,9.935046,187.1,1741097338000,0.95131487,42.860455,328432213886595,2.5,0
Fix,gps,52.17031001,0.17026342,94.24847412109375,0.97,9.935046,172.6,1741097339000,0.9404786,45.461205,328433222465449,2.5,0
Fix,gps,52.17030007,0.17026053,94.0567626953125,0.9,9.935046,192.7,1741097340000,0.89627004,46.399807,328434226040292,2.5,0
Fix,gps,52.1702919,0.17024651,93.8714599609375,1.0,9.935046,228.2,1741097341000,0.840595,41.44306,328435222583469,2.5,0
Fix,gps,52.17028901,0.17022787,93.8250732421875,1.0,9.935046,260.7,1741097342000,0.9404786,44.06289,328436211763521,2.5,0
Fix,gps,52.17028698,0.17021286,94.65032958984375,0.84,9.935046,266.9,1741097343000,0.84905833,47.75224,328437219975812,2.5,0
Fix,gps,52.17028733,0.17019783,93.883056640625,0.85,9.935046,286.7,1741097344000,0.84599054,47.26891,328438226295968,2.5,0
Fix,gps,52.17028367,0.17018182,93.545654296875,1.0,9.935046,251.6,1741097345000,0.84599054,41.60807,328439214968103,2.5,0
Fix,gps,52.17027869,0.17017177,93.5799560546875,0.75,9.935046,255.9,1741097346000,0.840595,51.314762,328440222460551,2.5,0
Fix,gps,52.1702722,0.17015912,93.13653564453125,0.82,9.935046,232.8,1741097347000,0.8628441,49.348595,328441227010446,2.5,0
Fix,gps,52.17026639,0.17014875,92.9512939453125,0.79,9.935046,233.3,1741097348000,0.9102197,51.30802,328442215119664,2.5,0
Fix,gps,52.17026237,0.17013566,92.1265869140625,0.8,9.935046,253.6,1741097349000,0.84599054,49.32625,328443205752060,2.5,0
Fix,gps,52.17025747,0.17012439,92.42181396484375,0.71,9.935046,239.0,1741097350000,0.84599054,53.45819,328444229479091,2.5,0
Fix,gps,52.17025327,0.17011256,91.58990478515625,0.68,9.935046,251.3,1741097351000,0.840595,54.974792,328445215653674,2.5,0
Fix,gps,52.17025021,0.17009831,90.724609375,0.73,9.935046,260.4,1741097352000,0.840595,52.321075,328446217961850,2.5,0
Fix,gps,52.17024642,0.17008241,90.91644287109375,0.87,9.935046,265.3,1741097353000,0.9457801,49.95944,328447228905496,2.5,0
Fix,gps,52.17024183,0.17006702,90.67010498046875,0.92,9.935046,255.8,1741097354000,0.840595,44.289543,328448232033673,2.5,0
Fix,gps,52.1702355,0.17005318,90.64215087890625,0.98,9.935046,240.5,1741097355000,0.8682166,43.058666,328449224351120,2.5,0
Fix,gps,52.17022742,0.1700398,90.60797119140625,1.03,9.935046,227.7,1741097356000,0.91525954,42.51352,328450226652526,2.5,0
Fix,gps,52.17021865,0.17002854,90.67938232421875,1.02,9.935046,227.7,1741097357000,0.8930845,41.98394,328451206470182,2.5,0
Fix,gps,52.17021075,0.17001711,90.7076416015625,1.04,9.935046,223.6,1741097358000,0.8930845,41.44168,328452221167369,2.5,0
Fix,gps,52.17020246,0.1700079,90.63299560546875,1.0,9.935046,217.2,1741097359000,0.840595,41.53202,328453238034712,2.5,0
Fix,gps,52.17019352,0.17000391,90.7271728515625,0.94,9.935046,193.2,1741097360000,0.840595,43.737873,328454222427212,2.5,0
Fix,gps,52.17018609,0.1699973,90.6170654296875,0.89,9.935046,212.7,1741097361000,0.84599054,45.55585,328455214493045,2.5,0
Fix,gps,52.17017771,0.1699957,90.82562255859375,0.93,9.935046,193.8,1741097362000,0.84599054,44.048885,328456225952420,2.5,0
Fix,gps,52.17016909,0.16999802,90.65960693359375,0.92,9.935046,179.1,1741097363000,0.906973,46.014175,328457225911846,2.5,0
Fix,gps,52.1701613,0.17000123,90.17694091796875,0.8,9.935046,175.8,1741097364000,0.840595,49.219032,328458213882002,2.5,0
Fix,gps,52.17015243,0.1700004,89.77734375,0.94,9.935046,191.5,1741097365000,0.840595,43.41502,328459214377627,2.5,0
Fix,gps,52.17014402,0.1699957,89.62261962890625,0.84,9.935046,206.7,1741097366000,0.840595,47.37775,328460213153303,2.5,0
Fix,gps,52.17013417,0.16999348,89.4267578125,0.86,9.935046,196.6,1741097367000,0.9183681,48.509792,328461222714293,2.5,0
Fix,gps,52.17012438,0.16999036,89.4949951171875,0.83,9.935046,196.4,1741097368000,0.8653323,48.357037,328462227783719,2.5,0
Fix,gps,52.17011462,0.1699859,89.5440673828125,0.87,9.935046,203.0,1741097369000,0.91263354,48.371616,328463225235490,2.5,0
Fix,gps,52.17010581,0.16998209,89.47930908203125,0.85,9.935046,199.4,1741097370000,0.8736704,47.666767,328464212770854,2.5,0
Fix,gps,52.17009712,0.16997712,88.997802734375,0.89,9.935046,206.6,1741097371000,0.840595,45.542465,328465217244135,2.5,0
Fix,gps,52.17008867,0.16997087,88.66522216796875,0.85,9.935046,210.5,1741097372000,0.9183681,49.095585,328466217462259,2.5,0
Fix,gps,52.1700815,0.16996158,88.67449951171875,0.91,9.935046,232.8,1741097373000,0.9300538,46.40037,328467213736009,2.5,0
Fix,gps,52.17007239,0.16995254,87.856201171875,0.96,9.935046,224.2,1741097374000,0.8544004,42.999382,328468219564967,2.5,0
Fix,gps,52.17006291,0.16994835,87.7333984375,0.86,9.935046,215.9,1741097375000,0.9404786,49.381794,328469203785644,2.5,0
Fix,gps,52.17005236,0.16994649,87.75885009765625,0.87,9.935046,204.8,1741097376000,0.9602083,49.49509,328470216723925,2.5,0
Fix,gps,52.17004041,0.16994794,88.18231201171875,1.04,9.935046,186.7,1741097377000,0.840595,40.238052,328471209314862,2.5,0
Fix,gps,52.17003041,0.16994943,87.9029541015625,0.76,9.935046,187.5,1741097378000,0.840595,51.074017,328472211669341,2.5,0
Fix,gps,52.17002046,0.16994614,88.25360107421875,0.91,9.935046,206.6,1741097379000,0.9183681,46.80853,328473229258715,2.5,0
Fix,gps,52.17001057,0.16994817,87.6612548828125,0.86,9.935046,192.5,1741097380000,0.840595,46.465744,328474215668715,2.5,0
Fix,gps,52.1700013,0.16994993,87.48846435546875,0.88,9.935046,188.2,1741097381000,0.84599054,46.017136,328475217307621,2.5,0
Fix,gps,52.16999134,0.16994704,87.71343994140625,0.9,9.935046,207.5,1741097382000,0.90801984,46.03465,328476214357516,2.5,0
Fix,gps,52.16998141,0.1699458,87.96588134765625,0.88,9.935046,194.7,1741097383000,0.8792042,46.87185,328477211532568,2.5,0
Fix,gps,52.16997079,0.1699429,88.2568359375,0.92,9.935046,204.7,1741097384000,0.8653323,44.86461,328478218228036,2.5,0
Fix,gps,52.1699601,0.1699404,88.7330322265625,1.0,9.935046,192.6,1741097385000,0.85982555,41.86526,328479209780536,2.5,0
Fix,gps,52.16994814,0.16994272,89.22174072265625,1.08,9.935046,173.5,1741097386000,0.8653323,39.222057,328480225871212,2.5,0
Fix,gps,52.16993679,0.16994302,90.05908203125,0.98,9.935046,182.5,1741097387000,0.89627004,43.190155,328481209706993,2.5,0
Fix,gps,52.16992601,0.1699415,90.93646240234375,0.9,9.935046,187.7,1741097388000,0.8544004,45.289715,328482220083608,2.5,0
Fix,gps,52.16991608,0.16993659,91.40087890625,0.94,9.935046,213.4,1741097389000,0.84599054,43.811584,328483217935222,2.5,0
Fix,gps,52.1699065,0.16993192,91.7510986328125,1.02,9.935046,206.1,1741097390000,0.8682166,41.589584,328484223494909,2.5,0
Fix,gps,52.16989428,0.16993494,92.129150390625,1.17,9.935046,172.4,1741097391000,0.84905833,36.82003,328485217973711,2.5,0
Fix,gps,52.16988361,0.16993822,91.96337890625,0.94,9.935046,177.4,1741097392000,0.85702974,43.767677,328486228445637,2.5,0
Fix,gps,52.16987331,0.16993926,91.4610595703125,0.91,9.935046,184.8,1741097393000,0.84599054,44.640743,328487212279908,2.5,0
Fix,gps,52.16986212,0.16994253,91.06170654296875,1.01,9.935046,179.3,1741097394000,0.8653323,41.535748,328488219834595,2.5,0
Fix,gps,52.16984989,0.16994057,91.2388916015625,1.14,9.935046,195.7,1741097395000,0.87091905,37.898983,328489224960844,2.5,0
Fix,gps,52.16983757,0.16993664,91.31842041015625,1.21,9.935046,206.4,1741097396000,0.98812956,39.391838,328490215416677,2.5,0
Fix,gps,52.16982616,0.16992241,91.76300048828125,1.3,9.935046,229.4,1741097397000,0.8930845,34.650826,328491230229698,2.5,0
Fix,gps,52.16981791,0.16990342,92.11962890625,1.33,9.935046,245.5,1741097398000,0.9340771,34.021477,328492222757614,2.5,0
Fix,gps,52.16980733,0.16988818,92.1229248046875,1.33,9.935046,233.0,1741097399000,0.9580188,35.23555,328493219543082,2.5,0
Fix,gps,52.16980068,0.16987235,93.056396484375,1.14,9.935046,246.8,1741097400000,0.85982555,37.828438,328494218007926,2.5,0
Fix,gps,52.16979267,0.16985885,93.3082275390625,1.21,9.935046,241.6,1741097401000,0.93813646,37.801624,328495219695842,2.5,0
Fix,gps,52.169784,0.16985213,93.71295166015625,0.94,9.935046,214.0,1741097402000,0.8765843,44.065163,328496221252300,2.5,0
Fix,gps,52.1697765,0.16984391,93.7579345703125,0.86,9.935046,228.5,1741097403000,0.9347727,49.53763,328497223891883,2.5,0
Fix,gps,52.16976616,0.16984257,94.04443359375,0.82,9.935046,194.6,1741097404000,0.85982555,48.489567,328498226799956,2.5,0
Fix,gps,52.16975657,0.16984005,94.15185546875,0.85,9.935046,204.2,1741097405000,0.8823265,47.16841,328499205676570,2.5,0
Fix,gps,52.16974694,0.16984149,93.44561767578125,0.83,9.935046,189.7,1741097406000,0.8544004,48.32982,328500217842038,2.5,0
Fix,gps,52.16973774,0.16984346,92.83575439453125,0.83,9.935046,196.9,1741097407000,0.85982555,48.330425,328501225248809,2.5,0
Fix,gps,52.16973004,0.16985191,92.09527587890625,0.82,9.935046,171.8,1741097408000,0.87091905,48.846363,328502214692714,2.5,0
Fix,gps,52.16972232,0.16985321,91.10333251953125,0.9,9.935046,202.8,1741097409000,0.84599054,45.073185,328503203526100,2.5,0
Fix,gps,52.1697141,0.16985541,90.64990234375,0.86,9.935046,179.7,1741097410000,0.96260065,50.479748,328504222653964,2.5,0
Fix,gps,52.16970825,0.16986398,90.9315185546875,0.85,9.935046,152.0,1741097411000,0.84905833,47.29092,328505213910995,2.5,0
Fix,gps,52.16970159,0.16987673,90.84405517578125,0.8,9.935046,133.1,1741097412000,0.8930845,50.462864,328506220672661,2.5,0
Fix,gps,52.16969061,0.16988115,90.8690185546875,1.08,9.935046,175.3,1741097413000,0.9720082,42.181564,328507215534952,2.5,0
Fix,gps,52.16968238,0.16988472,91.017578125,0.8,9.935046,167.4,1741097414000,0.9462558,52.11997,328508213674066,2.5,0
Fix,gps,52.1696754,0.1698916,91.11572265625,0.78,9.935046,162.8,1741097415000,0.89627004,50.820522,328509225058024,2.5,0
Fix,gps,52.16966806,0.16989743,91.4659423828125,0.8,9.935046,174.4,1741097416000,0.95603347,51.560265,328510213317868,2.5,0
Fix,gps,52.16965983,0.16990169,90.5489501953125,0.8,9.935046,176.9,1741097417000,0.90443355,50.48499,328511207966878,2.5,0
Fix,gps,52.16965087,0.16991092,89.531005859375,0.82,9.935046,160.3,1741097418000,0.9013878,49.86685,328512205569429,2.5,0
Fix,gps,52.16964226,0.16991576,89.1151123046875,0.78,9.935046,162.9,1741097419000,0.8765843,50.47118,328513228295731,2.5,0
Fix,gps,52.16963256,0.16991554,89.7943115234375,0.9,9.935046,192.3,1741097420000,0.9241753,47.001644,328514208633335,2.5,0
Fix,gps,52.16962376,0.16991563,89.50537109375,0.8,9.935046,199.2,1741097421000,0.8544004,49.667603,328515215636928,2.5,0
Fix,gps,52.16961476,0.16991723,89.8466796875,0.8,9.935046,194.3,1741097422000,0.9265528,51.530403,328516214917865,2.5,0
